ID,Player,From,To,Pos,Ht,Ht (cm),Wt,Birth Date,Colleges,HOF,URL
millspa01,Paul Millsap,2007,2020,F,6-7,200.66,257.0,"February 10, 1985",Louisiana Tech,N,/players/m/millspa01.html
miltosh01,Shake Milton,2019,2020,G,6-5,195.58,205.0,"September 26, 1996",SMU,N,/players/m/miltosh01.html
minerha01,Harold Miner,1993,1996,G,6-5,195.58,210.0,"May 5, 1971",USC,N,/players/m/minerha01.html
mingya01,Yao Ming*,2003,2011,C,7-6,228.6,310.0,"September 12, 1980",,Y,/players/m/mingya01.html
minnidi01,Dirk Minniefield,1986,1988,G,6-3,190.5,180.0,"January 17, 1961",Kentucky,N,/players/m/minnidi01.html
minorda01,Dave Minor,1952,1953,G-F,6-2,187.96,185.0,"February 23, 1922",UCLA,N,/players/m/minorda01.html
minorgr01,Greg Minor,1995,1999,G-F,6-6,198.12,210.0,"September 18, 1971",Louisville,N,/players/m/minorgr01.html
minorma01,Mark Minor,1973,1973,F,6-6,198.12,215.0,"May 14, 1950",Ohio State,N,/players/m/minorma01.html
mirotni01,Nikola Mirotić,2015,2019,F,6-10,208.28,250.0,"February 11, 1991",,N,/players/m/mirotni01.html
misakwa01,Wat Misaka,1948,1948,G,5-7,170.18,150.0,"December 21, 1923",Utah,N,/players/m/misakwa01.html
miskija01,Jason Miskiri,2000,2000,G,6-2,187.96,175.0,"August 19, 1975",George Mason,N,/players/m/miskija01.html
mitchdo01,Donovan Mitchell,2018,2020,G,6-1,185.42,215.0,"September 7, 1996",Louisville,N,/players/m/mitchdo01.html
mitchle01,Leland Mitchell,1968,1968,G,6-4,193.04,210.0,"February 22, 1941",Mississippi State,N,/players/m/mitchle01.html
mitchmi01,Mike Mitchell,1979,1988,F,6-7,200.66,215.0,"January 1, 1956",Auburn,N,/players/m/mitchmi01.html
mitchmu01,Murray Mitchell,1950,1950,C,6-6,198.12,,"March 19, 1923",Sam Houston State University,N,/players/m/mitchmu01.html
mitchsa01,Sam Mitchell,1990,2002,F,6-6,198.12,210.0,"September 2, 1963",Mercer University,N,/players/m/mitchsa01.html
mitchto01,Todd Mitchell,1989,1989,F,6-7,200.66,205.0,"July 26, 1966",Purdue,N,/players/m/mitchto01.html
mitchto03,Tony Mitchell,2014,2014,F,6-6,198.12,216.0,"August 7, 1989",Alabama,N,/players/m/mitchto03.html
mitchto02,Tony Mitchell,2014,2014,F,6-8,203.2,235.0,"April 7, 1992",University of North Texas,N,/players/m/mitchto02.html
mitrona01,Naz Mitrou-Long,2018,2020,G,6-3,190.5,218.0,"August 3, 1993",Iowa State,N,/players/m/mitrona01.html
mixst01,Steve Mix,1970,1983,F,6-7,200.66,215.0,"December 30, 1947",Toledo,N,/players/m/mixst01.html
mlkvybi01,Bill Mlkvy,1953,1953,F,6-4,193.04,190.0,"January 19, 1931",Temple,N,/players/m/mlkvybi01.html
moblecu01,Cuttino Mobley,1999,2009,G,6-4,193.04,190.0,"September 1, 1975",Rhode Island,N,/players/m/moblecu01.html
mobleer01,Eric Mobley,1995,1997,C,6-11,210.82,235.0,"February 1, 1970",Pitt,N,/players/m/mobleer01.html
moedo01,Doug Moe,1968,1972,F-G,6-5,195.58,215.0,"September 21, 1938",UNC,N,/players/m/moedo01.html
moffela01,Larry Moffett,1978,1978,F,6-8,203.2,210.0,"November 5, 1954",UNLV,N,/players/m/moffela01.html
mogusle01,Leo Mogus,1947,1951,F-C,6-4,193.04,190.0,"April 13, 1921",Youngstown State University,N,/players/m/mogusle01.html
mohamna01,Nazr Mohammed,1999,2016,C,6-10,208.28,221.0,"September 5, 1977",Kentucky,N,/players/m/mohamna01.html
moisoje01,Jérôme Moïso,2001,2005,F-C,6-10,208.28,235.0,"June 15, 1978",UCLA,N,/players/m/moisoje01.html
mokespa01,Paul Mokeski,1980,1991,C-F,7-0,213.36,250.0,"January 3, 1957",Kansas,N,/players/m/mokespa01.html
mokokad01,Adam Mokoka,2020,2020,G,6-5,195.58,190.0,"July 18, 1998",,N,/players/m/mokokad01.html
molinja01,Jack Molinas,1954,1954,F,6-6,198.12,200.0,"October 31, 1931",Columbia University,N,/players/m/molinja01.html
moliswa01,Wayne Molis,1967,1968,F,6-8,203.2,230.0,"April 17, 1943","Chicago State, Lewis (IL)",N,/players/m/moliswa01.html
moncrsi01,Sidney Moncrief*,1980,1991,G,6-3,190.5,180.0,"September 21, 1957",Arkansas,Y,/players/m/moncrsi01.html
moneyer01,Eric Money,1975,1980,G,6-0,182.88,170.0,"February 6, 1955",Arizona,N,/players/m/moneyer01.html
moniase01,Sergei Monia,2006,2006,F,6-8,203.2,220.0,"April 15, 1983",,N,/players/m/moniase01.html
monkma01,Malik Monk,2018,2020,G,6-3,190.5,200.0,"February 4, 1998",Kentucky,N,/players/m/monkma01.html
monroea01,Earl Monroe*,1968,1980,G,6-3,190.5,185.0,"November 21, 1944",Winston-Salem State,Y,/players/m/monroea01.html
monrogr01,Greg Monroe,2011,2019,C-F,6-11,210.82,265.0,"June 4, 1990",Georgetown,N,/players/m/monrogr01.html
monroro01,Rodney Monroe,1992,1992,G,6-3,190.5,185.0,"April 16, 1968",NC State,N,/players/m/monroro01.html
montelu01,Luis Montero,2016,2018,G,6-7,200.66,185.0,"April 6, 1993",Westchester CC,N,/players/m/montelu01.html
montgho01,Howie Montgomery,1963,1963,F,6-5,195.58,220.0,"August 22, 1940",University of Texas-Pan American,N,/players/m/montgho01.html
montrer01,Eric Montross,1995,2002,C,7-0,213.36,270.0,"September 23, 1971",UNC,N,/players/m/montrer01.html
moonja01,Jamario Moon,2008,2012,F,6-8,203.2,205.0,"June 13, 1980",Meridian Community College,N,/players/m/moonja01.html
mooneji01,Jim Mooney,1953,1953,F,6-5,195.58,215.0,"July 8, 1930",Villanova,N,/players/m/mooneji01.html
moonema01,Matt Mooney,2020,2020,G,6-3,190.5,199.0,"February 7, 1997","Air Force, South Dakota, Texas Tech",N,/players/m/moonema01.html
moorean01,Andre Moore,1988,1988,F,6-9,205.74,215.0,"July 2, 1964",Loyola Chicago,N,/players/m/moorean01.html
moorebe01,Ben Moore,2018,2018,F,6-8,203.2,220.0,"May 13, 1995",SMU,N,/players/m/moorebe01.html
mooreet01,E'Twaun Moore,2012,2020,G-F,6-3,190.5,191.0,"February 25, 1989",Purdue,N,/players/m/mooreet01.html
moorege01,Gene Moore,1969,1975,C-F,6-9,205.74,225.0,"July 29, 1945",Saint Louis,N,/players/m/moorege01.html
mooreja01,Jackie Moore,1955,1957,F,6-5,195.58,180.0,"September 24, 1932",La Salle,N,/players/m/mooreja01.html
moorejo01,Johnny Moore,1981,1990,G,6-1,185.42,175.0,"March 3, 1958",Texas,N,/players/m/moorejo01.html
moorela01,Larry Moore,1968,1968,F,6-7,200.66,215.0,,Florida State,N,/players/m/moorela01.html
moorelo01,Lowes Moore,1981,1983,G,6-1,185.42,170.0,"May 5, 1957",West Virginia,N,/players/m/moorelo01.html
mooremi01,Mikki Moore,1999,2012,C-F,6-11,210.82,225.0,"November 4, 1975",Nebraska,N,/players/m/mooremi01.html
mooreot01,Otto Moore,1969,1977,C-F,6-11,210.82,205.0,"August 27, 1946",University of Texas-Pan American,N,/players/m/mooreot01.html
mooreri01,Richard Moore,1968,1968,G,6-2,187.96,190.0,,Hiram Scott College,N,/players/m/mooreri01.html
moorero01,Ron Moore,1988,1988,C,7-0,213.36,260.0,"January 16, 1962","Salem International University, West Virginia State University",N,/players/m/moorero01.html
mooretr01,Tracy Moore,1992,1997,G-F,6-4,193.04,200.0,"December 28, 1965",Tulsa,N,/players/m/mooretr01.html
moranja01,Ja Morant,2020,2020,G,6-3,190.5,174.0,"August 10, 1999",Murray State,N,/players/m/moranja01.html
moreler01,Eric Moreland,2015,2019,F-C,6-10,208.28,238.0,"December 24, 1991",Oregon State,N,/players/m/moreler01.html
morelja01,Jackie Moreland,1961,1970,F-G,6-7,200.66,215.0,"March 11, 1938",Louisiana Tech,N,/players/m/morelja01.html
morgagu01,Guy Morgan,1983,1983,G,6-8,203.2,205.0,"August 23, 1960",Wake Forest,N,/players/m/morgagu01.html
morgaju01,Juwan Morgan,2020,2020,F,6-8,203.2,232.0,"April 17, 1997",Indiana,N,/players/m/morgaju01.html
morgare01,Rex Morgan,1971,1972,G,6-5,195.58,190.0,"October 27, 1948",Jacksonville University,N,/players/m/morgare01.html
morgeel01,Elmore Morgenthaler,1947,1949,C,6-9,205.74,230.0,"August 3, 1922",New Mexico Tech,N,/players/m/morgeel01.html
mornida01,Darren Morningstar,1994,1994,C,6-10,208.28,235.0,"April 22, 1969","United States Naval Academy, Pitt",N,/players/m/mornida01.html
morrich01,Chris Morris,1989,1999,F,6-8,203.2,210.0,"January 20, 1966",Auburn,N,/players/m/morrich01.html
morrida01,Darius Morris,2012,2015,G,6-4,193.04,190.0,"January 3, 1991",Michigan,N,/players/m/morrida01.html
morriis01,Isaiah Morris,1993,1993,F,6-8,203.2,229.0,"April 2, 1969",Arkansas,N,/players/m/morriis01.html
morrija01,Jaylen Morris,2018,2019,G,6-5,195.58,185.0,"September 19, 1995",Molloy,N,/players/m/morrija01.html
morrima03,Marcus Morris,2012,2020,F,6-8,203.2,218.0,"September 2, 1989",Kansas,N,/players/m/morrima03.html
morrima02,Markieff Morris,2012,2020,F,6-8,203.2,245.0,"September 2, 1989",Kansas,N,/players/m/morrima02.html
morrima01,Max Morris,1950,1950,F-C,6-2,187.96,195.0,"March 14, 1925",Northwestern,N,/players/m/morrima01.html
morrimo01,Monte Morris,2018,2020,G,6-2,187.96,183.0,"June 27, 1995",Iowa State,N,/players/m/morrimo01.html
morrira01,Randolph Morris,2007,2010,C,6-10,208.28,266.0,"January 2, 1986",Kentucky,N,/players/m/morrira01.html
morrite01,Terence Morris,2002,2006,F,6-9,205.74,221.0,"January 11, 1979",Maryland,N,/players/m/morrite01.html
morriad01,Adam Morrison,2007,2010,F,6-8,203.2,205.0,"July 19, 1984",Gonzaga,N,/players/m/morriad01.html
morrijo01,John Morrison,1968,1968,G,6-2,187.96,190.0,"May 2, 1945",Canisius,N,/players/m/morrijo01.html
morrimi01,Mike Morrison,1990,1990,G,6-4,193.04,195.0,"August 16, 1967",Loyola College in Maryland,N,/players/m/morrimi01.html
morrire01,Red Morrison,1955,1958,F-C,6-8,203.2,220.0,"April 26, 1932",Idaho,N,/players/m/morrire01.html
morroan01,Anthony Morrow,2009,2017,G,6-5,195.58,210.0,"September 27, 1985",Georgia Tech,N,/players/m/morroan01.html
mortodw01,Dwayne Morton,1995,1995,F,6-7,200.66,195.0,"August 8, 1971",Louisville,N,/players/m/mortodw01.html
mortojo01,John Morton,1990,1992,G,6-3,190.5,180.0,"May 18, 1967",Seton Hall,N,/players/m/mortojo01.html
mortori01,Richard Morton,1989,1989,G,6-3,190.5,190.0,"February 2, 1966",Cal State Fullerton,N,/players/m/mortori01.html
moslegl01,Glenn Mosley,1978,1979,F,6-8,203.2,195.0,"December 26, 1955",Seton Hall,N,/players/m/moslegl01.html
mosspe01,Perry Moss,1986,1987,G,6-2,187.96,185.0,"November 11, 1958",Northeastern University,N,/players/m/mosspe01.html
motenla01,Lawrence Moten,1996,1998,G,6-5,195.58,185.0,"March 25, 1972",Syracuse,N,/players/m/motenla01.html
motiedo01,Donatas Motiejūnas,2013,2019,F-C,7-0,213.36,222.0,"September 20, 1990",,N,/players/m/motiedo01.html
motlejo01,Johnathan Motley,2018,2020,F,6-8,203.2,230.0,"May 4, 1995",Baylor,N,/players/m/motlejo01.html
mottoha01,Hanno Möttölä,2001,2002,C,6-11,210.82,247.0,"September 9, 1976",Utah,N,/players/m/mottoha01.html
moultar01,Arnett Moultrie,2013,2014,F,6-11,210.82,249.0,"November 18, 1990","Texas-El Paso, Mississippi State",N,/players/m/moultar01.html
mountri01,Rick Mount,1971,1975,G,6-3,190.5,175.0,"January 5, 1947",Purdue,N,/players/m/mountri01.html
mournal01,Alonzo Mourning*,1993,2008,C,6-10,208.28,240.0,"February 8, 1970",Georgetown,Y,/players/m/mournal01.html
mozgoti01,Timofey Mozgov,2011,2018,C,7-1,215.9,275.0,"July 16, 1986",,N,/players/m/mozgoti01.html
mrazoch01,Chuck Mrazovich,1951,1951,F,6-5,195.58,185.0,"February 26, 1924",Eastern Kentucky University,N,/players/m/mrazoch01.html
mudiaem01,Emmanuel Mudiay,2016,2020,G,6-3,190.5,200.0,"March 5, 1996",,N,/players/m/mudiaem01.html
mueller01,Erwin Mueller,1967,1974,C-F,6-8,203.2,230.0,"March 12, 1944",San Francisco,N,/players/m/mueller01.html
muhamsh01,Shabazz Muhammad,2014,2018,F-G,6-6,198.12,223.0,"November 13, 1992",UCLA,N,/players/m/muhamsh01.html
muldemy01,Mychal Mulder,2020,2020,G-F,6-4,193.04,184.0,"June 12, 1994","Vincennes, Kentucky",N,/players/m/muldemy01.html
mullajo01,Joe Mullaney,1950,1950,G,6-0,182.88,165.0,"November 17, 1924",Holy Cross,N,/players/m/mullajo01.html
mullebo01,Bob Mullens,1947,1947,G,6-1,185.42,175.0,"November 1, 1922",Fordham,N,/players/m/mullebo01.html
mulleby01,Byron Mullens,2010,2014,C,7-0,213.36,275.0,"February 14, 1989",Ohio State,N,/players/m/mulleby01.html
mullich01,Chris Mullin*,1986,2001,F-G,6-6,198.12,200.0,"July 30, 1963",St. John's,Y,/players/m/mullich01.html
mullije01,Jeff Mullins,1965,1976,G-F,6-4,193.04,190.0,"March 18, 1942",Duke,N,/players/m/mullije01.html
mundtto01,Todd Mundt,1996,1996,C,7-0,213.36,250.0,"May 17, 1970","Memphis, Delta State University",N,/players/m/mundtto01.html
munfoxa02,Xavier Munford,2016,2018,G,6-2,187.96,180.0,"June 1, 1992",Rhode Island,N,/players/m/munfoxa02.html
munkch01,Chris Munk,1991,1991,F,6-9,205.74,225.0,"August 5, 1967",USC,N,/players/m/munkch01.html
munroge01,George Munroe,1947,1948,G,5-11,180.34,170.0,"January 5, 1922",Dartmouth College,N,/players/m/munroge01.html
murdoer01,Eric Murdock,1992,2000,G,6-1,185.42,190.0,"June 14, 1968",Providence,N,/players/m/murdoer01.html
muresgh01,Gheorghe Mureșan,1994,2000,C,7-7,231.14,303.0,"February 14, 1971",,N,/players/m/muresgh01.html
murphal01,Allen Murphy,1976,1977,G,6-5,195.58,190.0,"July 15, 1952",Louisville,N,/players/m/murphal01.html
murphca01,Calvin Murphy*,1971,1983,G,5-9,175.26,165.0,"May 9, 1948",Niagara University,Y,/players/m/murphca01.html
murphdi01,Dick Murphy,1947,1947,G,6-1,185.42,175.0,"March 10, 1921",Manhattan College,N,/players/m/murphdi01.html
murpher01,Erik Murphy,2014,2014,F,6-10,208.28,230.0,"October 26, 1990",Florida,N,/players/m/murpher01.html
murphja01,Jay Murphy,1985,1988,F,6-9,205.74,220.0,"June 26, 1962",Boston College,N,/players/m/murphja01.html
murphjo01,John Murphy,1947,1947,F,6-2,187.96,175.0,"September 13, 1924",,N,/players/m/murphjo01.html
murphke01,Kevin Murphy,2013,2013,G,6-5,195.58,185.0,"March 6, 1990",Tennessee Technological University,N,/players/m/murphke01.html
murphro01,Ronnie Murphy,1988,1988,F,6-5,195.58,225.0,"July 29, 1964",Jacksonville University,N,/players/m/murphro01.html
murphto01,Tod Murphy,1988,1994,C-F,6-9,205.74,220.0,"December 24, 1963","University of California, Irvine",N,/players/m/murphto01.html
murphtr01,Troy Murphy,2002,2013,F-C,6-11,210.82,245.0,"May 2, 1980",Notre Dame,N,/players/m/murphtr01.html
murrade01,Dejounte Murray,2017,2020,G,6-4,193.04,180.0,"September 19, 1996",Washington,N,/players/m/murrade01.html
murraja01,Jamal Murray,2017,2020,G,6-4,193.04,215.0,"February 23, 1997",Kentucky,N,/players/m/murraja01.html
murrake01,Ken Murray,1951,1955,G-F,6-2,187.96,190.0,"April 20, 1928",St. Bonaventure,N,/players/m/murrake01.html
murrala01,Lamond Murray,1995,2006,F,6-7,200.66,236.0,"April 20, 1973",California,N,/players/m/murrala01.html
murraro01,Ronald Murray,2003,2010,G,6-4,193.04,190.0,"July 29, 1979","Meridian Community College, Shaw",N,/players/m/murraro01.html
murratr01,Tracy Murray,1993,2004,F,6-7,200.66,225.0,"July 25, 1971",UCLA,N,/players/m/murratr01.html
murrewi01,Willie Murrell,1968,1970,F,6-6,198.12,225.0,"September 13, 1941",Kansas State,N,/players/m/murrewi01.html
murredo01,Dorie Murrey,1967,1972,F-C,6-8,203.2,215.0,"September 7, 1943",Detroit Mercy,N,/players/m/murredo01.html
murryto01,Toure' Murry,2014,2015,G-F,6-5,195.58,195.0,"November 8, 1989",Wichita State,N,/players/m/murryto01.html
musadz01,Džanan Musa,2019,2020,G-F,6-9,205.74,217.0,"May 8, 1999",,N,/players/m/musadz01.html
muscami01,Mike Muscala,2014,2020,F-C,6-10,208.28,240.0,"July 1, 1991",Bucknell,N,/players/m/muscami01.html
musian01,Angelo Musi,1947,1949,G,5-9,175.26,145.0,"July 25, 1918",Temple,N,/players/m/musian01.html
mustaje01,Jerrod Mustaf,1991,1994,F-C,6-10,208.28,238.0,"October 28, 1969",Maryland,N,/players/m/mustaje01.html
mutomdi01,Dikembe Mutombo*,1992,2009,C,7-2,218.44,245.0,"June 25, 1966",Georgetown,Y,/players/m/mutomdi01.html
muursma01,Martin Müürsepp,1997,1998,F,6-9,205.74,235.0,"September 26, 1974",,N,/players/m/muursma01.html
myerspe01,Pete Myers,1987,1998,G-F,6-6,198.12,180.0,"September 15, 1963",Little Rock,N,/players/m/myerspe01.html
mykhasv01,Sviatoslav Mykhailiuk,2019,2020,G-F,6-7,200.66,205.0,"June 10, 1997",Kansas,N,/players/m/mykhasv01.html
ndiayha01,Hamady N'Diaye,2011,2014,C,7-0,213.36,235.0,"January 12, 1987",Rutgers University,N,/players/n/ndiayha01.html
ndiayma01,Makhtar N'Diaye,1999,1999,F,6-8,203.2,245.0,"December 12, 1973","Michigan, UNC",N,/players/n/ndiayma01.html
ndiayma02,Mamadou N'Diaye,2001,2005,C,7-0,213.36,255.0,"June 16, 1975",Auburn,N,/players/n/ndiayma02.html
ndongbo01,Boniface N'Dong,2006,2006,C,7-0,213.36,198.0,"March 9, 1977",,N,/players/n/ndongbo01.html
naberbo01,Bob Naber,1953,1953,F,6-3,190.5,185.0,"September 3, 1929",Louisville,N,/players/n/naberbo01.html
nachabo01,Boris Nachamkin,1955,1955,F,6-6,198.12,210.0,"December 6, 1933",NYU,N,/players/n/nachabo01.html
nachbbo01,Boštjan Nachbar,2003,2008,F,6-9,205.74,221.0,"July 3, 1980",,N,/players/n/nachbbo01.html
naderab01,Abdel Nader,2018,2020,F,6-5,195.58,225.0,"September 25, 1993","Northern Illinois, Iowa State",N,/players/n/naderab01.html
nagelje01,Jerry Nagel,1950,1950,G,6-0,182.88,190.0,"May 18, 1928",Loyola Chicago,N,/players/n/nagelje01.html
nagyfr01,Fritz Nagy,1949,1949,G-F,6-2,187.96,185.0,"January 3, 1924",University of Akron,N,/players/n/nagyfr01.html
nailole01,Lee Nailon,2001,2006,F,6-9,205.74,238.0,"February 22, 1975","Butler County Community College, TCU",N,/players/n/nailole01.html
najered01,Eduardo Nájera,2001,2012,F,6-8,203.2,240.0,"July 11, 1976",Oklahoma,N,/players/n/najered01.html
nancela01,Larry Nance,1982,1994,F-C,6-10,208.28,205.0,"February 12, 1959",Clemson,N,/players/n/nancela01.html
nancela02,Larry Nance,2016,2020,F-C,6-7,200.66,245.0,"January 1, 1993",Wyoming,N,/players/n/nancela02.html
napiesh01,Shabazz Napier,2015,2020,G,6-0,182.88,175.0,"July 14, 1991",UConn,N,/players/n/napiesh01.html
napolpa01,Paul Napolitano,1949,1949,F-G,6-2,187.96,185.0,"February 3, 1923",San Francisco,N,/players/n/napolpa01.html
nashbo01,Bob Nash,1973,1979,F,6-8,203.2,195.0,"August 24, 1950",Hawaii,N,/players/n/nashbo01.html
nashco01,Cotton Nash,1965,1968,F,6-5,195.58,215.0,"July 24, 1942",Kentucky,N,/players/n/nashco01.html
nashst01,Steve Nash*,1997,2014,G,6-3,190.5,195.0,"February 7, 1974",Santa Clara,Y,/players/n/nashst01.html
natersw01,Swen Nater,1974,1984,C,6-11,210.82,240.0,"January 14, 1950",UCLA,N,/players/n/natersw01.html
nathaho01,Howard Nathan,1996,1996,G,5-11,180.34,175.0,"January 21, 1972","DePaul, Louisiana-Monroe",N,/players/n/nathaho01.html
nattca01,Calvin Natt,1980,1990,F,6-6,198.12,220.0,"January 8, 1957",Louisiana-Monroe,N,/players/n/nattca01.html
nattke01,Kenny Natt,1981,1985,G,6-3,190.5,185.0,"October 5, 1958",Louisiana-Monroe,N,/players/n/nattke01.html
naullwi01,Willie Naulls,1957,1966,F-C,6-6,198.12,225.0,"October 7, 1934",UCLA,N,/players/n/naullwi01.html
navarju01,Juan Carlos Navarro,2008,2008,G,6-3,190.5,170.0,"June 13, 1980",,N,/players/n/navarju01.html
ndourma01,Maurice Ndour,2017,2017,F,6-9,205.74,200.0,"June 18, 1992",Ohio University,N,/players/n/ndourma01.html
nealcr01,Craig Neal,1989,1991,G,6-5,195.58,165.0,"February 16, 1964",Georgia Tech,N,/players/n/nealcr01.html
nealga01,Gary Neal,2011,2017,G,6-4,193.04,210.0,"October 3, 1984","La Salle, Towson University",N,/players/n/nealga01.html
nealji01,Jim Neal,1954,1955,C,6-11,210.82,235.0,"May 21, 1930",Wofford College,N,/players/n/nealji01.html
nealll01,Lloyd Neal,1973,1979,C-F,6-7,200.66,225.0,"December 10, 1950",Tennessee State,N,/players/n/nealll01.html
nealyed01,Ed Nealy,1983,1993,F,6-7,200.66,238.0,"February 19, 1960",Kansas State,N,/players/n/nealyed01.html
nedovne01,Nemanja Nedović,2014,2014,G,6-3,190.5,192.0,"June 16, 1991",,N,/players/n/nedovne01.html
negraal01,Al Negratti,1947,1947,F-C,6-3,190.5,200.0,"June 12, 1921",Seton Hall,N,/players/n/negraal01.html
nelsoba01,Barry Nelson,1972,1972,C,6-10,208.28,230.0,"September 19, 1949",Duquesne,N,/players/n/nelsoba01.html
nelsode01,DeMarcus Nelson,2009,2009,G,6-4,193.04,200.0,"November 2, 1985",Duke,N,/players/n/nelsode01.html
nelsodo01,Don Nelson*,1963,1976,F,6-6,198.12,210.0,"May 15, 1940",Iowa,Y,/players/n/nelsodo01.html
nelsoja01,Jameer Nelson,2005,2018,G,6-0,182.88,190.0,"February 9, 1982",Saint Joseph's,N,/players/n/nelsoja01.html
nelsolo01,Louie Nelson,1974,1978,G,6-3,190.5,190.0,"May 28, 1951",Washington,N,/players/n/nelsolo01.html
nelsoro01,Ron Nelson,1971,1971,G,6-2,187.96,175.0,"October 7, 1946",New Mexico,N,/players/n/nelsoro01.html
nembhru01,Ruben Nembhard,1997,1997,G,6-3,190.5,208.0,"February 20, 1972",Weber State,N,/players/n/nembhru01.html
nemeldi01,Dick Nemelka,1971,1971,G,6-0,182.88,175.0,"October 1, 1943",BYU,N,/players/n/nemeldi01.html
nesbyty01,Tyrone Nesby,1999,2002,F,6-6,198.12,225.0,"January 31, 1976",UNLV,N,/players/n/nesbyty01.html
nesslma01,Martin Nessley,1988,1988,C,7-2,218.44,260.0,"February 16, 1965",Duke,N,/players/n/nesslma01.html
nestera01,Rasho Nesterović,1999,2010,C,7-0,213.36,248.0,"May 30, 1976",,N,/players/n/nestera01.html
netora01,Raul Neto,2016,2020,G,6-1,185.42,180.0,"May 19, 1992",,N,/players/n/netora01.html
netolbo01,Bob Netolicky,1968,1976,F-C,6-9,205.74,220.0,"August 2, 1942",Drake University,N,/players/n/netolbo01.html
neumajo01,Johnny Neumann,1972,1978,G-F,6-6,198.12,200.0,"September 11, 1951",Ole Miss,N,/players/n/neumajo01.html
neumapa01,Paul Neumann,1962,1967,G,6-1,185.42,175.0,"January 30, 1938",Stanford,N,/players/n/neumapa01.html
nevitch01,Chuck Nevitt,1983,1994,C,7-5,226.06,217.0,"June 13, 1959",NC State,N,/players/n/nevitch01.html
newbeme01,Melvin Newbern,1993,1993,G,6-4,193.04,200.0,"June 11, 1967",Minnesota,N,/players/n/newbeme01.html
newbiiv01,Ivano Newbill,1995,1998,F,6-9,205.74,245.0,"December 12, 1970",Georgia Tech,N,/players/n/newbiiv01.html
newblir01,Ira Newble,2001,2008,F,6-7,200.66,220.0,"January 20, 1975",Miami University,N,/players/n/newblir01.html
newlimi01,Mike Newlin,1972,1982,G-F,6-4,193.04,200.0,"January 2, 1949",Utah,N,/players/n/newlimi01.html
newmajo01,Johnny Newman,1987,2002,F-G,6-7,200.66,190.0,"November 28, 1963",Richmond,N,/players/n/newmajo01.html
newmama01,Malik Newman,2020,2020,G,6-3,190.5,190.0,"February 21, 1997","Mississippi State, Kansas",N,/players/n/newmama01.html
newmada01,Dave Newmark,1969,1971,C,7-0,213.36,240.0,"September 11, 1946",Columbia University,N,/players/n/newmada01.html
newtobi01,Bill Newton,1973,1974,C,6-9,205.74,220.0,"December 22, 1950",LSU,N,/players/n/newtobi01.html
niangge01,Georges Niang,2017,2020,F,6-7,200.66,230.0,"June 17, 1993",Iowa State,N,/players/n/niangge01.html
nichode01,Demetris Nichols,2008,2009,F,6-8,203.2,216.0,"September 4, 1984",Syracuse,N,/players/n/nichode01.html
nichoja01,Jack Nichols,1949,1958,C-F,6-7,200.66,222.0,"April 9, 1926",Washington,N,/players/n/nichoja01.html
nichoan01,Andrew Nicholson,2013,2017,F,6-9,205.74,250.0,"December 8, 1989",St. Bonaventure,N,/players/n/nichoan01.html
nickega01,Gaylon Nickerson,1997,1997,G,6-3,190.5,190.0,"February 5, 1969","Wichita State, Butler County Community College, Kansas State, Northwestern Oklahoma State University",N,/players/n/nickega01.html
nicksca01,Carl Nicks,1981,1983,G,6-1,185.42,175.0,"October 6, 1958",Indiana State University,N,/players/n/nicksca01.html
niemari01,Rich Niemann,1969,1972,C,7-0,213.36,245.0,"July 2, 1946",Saint Louis,N,/players/n/niemari01.html
niemiri01,Richie Niemiera,1949,1950,G-F,6-1,185.42,165.0,"May 26, 1921",Notre Dame,N,/players/n/niemiri01.html
nilesmi01,Mike Niles,1981,1981,F,6-6,198.12,225.0,"March 31, 1955",Cal State Fullerton,N,/players/n/nilesmi01.html
nimphku01,Kurt Nimphius,1982,1990,C-F,6-10,208.28,218.0,"March 13, 1958",Arizona State,N,/players/n/nimphku01.html
nixdy01,Dyron Nix,1990,1990,F,6-7,200.66,210.0,"February 11, 1967",Tennessee,N,/players/n/nixdy01.html
nixonno01,Norm Nixon,1978,1989,G,6-2,187.96,170.0,"October 11, 1955",Duquesne,N,/players/n/nixonno01.html
noahjo01,Joakim Noah,2008,2020,C,6-11,210.82,230.0,"February 25, 1985",Florida,N,/players/n/noahjo01.html
noblech01,Chuck Noble,1956,1962,G,6-4,193.04,190.0,"July 24, 1931",Louisville,N,/players/n/noblech01.html
nocioan01,Andrés Nocioni,2005,2012,F,6-7,200.66,225.0,"November 30, 1979",,N,/players/n/nocioan01.html
noelda01,David Noel,2007,2007,F,6-6,198.12,230.0,"February 27, 1984",UNC,N,/players/n/noelda01.html
noelne01,Nerlens Noel,2015,2020,C-F,6-10,208.28,220.0,"April 10, 1994",Kentucky,N,/players/n/noelne01.html
noelpa01,Paul Noel,1948,1952,F,6-4,193.04,185.0,"August 17, 1924",Kentucky,N,/players/n/noelpa01.html
noguelu01,Lucas Nogueira,2015,2018,C,7-0,213.36,241.0,"July 26, 1992",,N,/players/n/noguelu01.html
nolanji01,Jim Nolan,1950,1950,C,6-8,203.2,210.0,"June 9, 1927",Georgia Tech,N,/players/n/nolanji01.html
nolenpa01,Paul Nolen,1954,1954,C,6-10,208.28,,"September 3, 1929",Texas Tech,N,/players/n/nolenpa01.html
